812	816
822	816
673	795
631	630
664	665
715	714
608	609
749	748
708	709
728	756
748	756
799	592
679	696
720	832
761	757
764	757
827	829
594	595
592	593
708	677
654	655
783	779
782	783
611	608
757	759
751	715
636	715
592	715
665	666
729	761
750	761
767	770
724	723
778	675
812	813
822	813
601	600
819	820
621	791
650	638
729	730
730	731
598	642
665	662
700	699
746	741
742	741
830	620
768	767
772	767
675	676
796	803
612	610
832	833
750	751
739	740
738	744
770	590
828	802
818	821
828	801
812	815
822	815
726	687
728	729
812	814
822	814
612	721
660	661
743	742
604	605
650	640
611	612
727	728
667	654
719	717
620	619
637	636
763	764
827	828
632	631
719	688
685	688
620	726
699	694
593	594
603	607
666	667
746	739
738	745
744	745
742	738
818	819
662	663
652	653
615	778
682	683
730	724
811	818
757	758
780	781
797	781
718	719
645	674
726	725
687	725
686	754
682	684
819	679
659	660
648	649
722	732
826	827
693	692
793	788
603	604
833	834
741	747
676	708
781	782
794	823
760	762
750	760
831	597
831	597
629	632
704	703
645	646
696	680
803	720
705	706
647	645
612	603
721	603
748	750
600	599
761	763
772	768
714	798
653	659
719	685
