805	707
772	768
707	705
605	612
815	813
815	812
815	822
746	697
746	747
746	741
603	610
603	611
719	688
719	718
610	611
610	612
610	603
763	729
763	757
763	750
763	761
807	808
761	729
761	757
761	751
761	748
762	750
762	760
696	669
749	748
609	608
609	611
609	612
750	748
750	760
750	749
697	743
697	746
677	709
677	676
677	675
677	708
813	814
813	812
813	815
768	772
768	767
780	781
767	772
767	807
822	816
822	812
822	736
814	816
814	812
814	822
599	601
599	600
639	641
735	696
735	817
751	761
736	812
674	647
641	638
830	620
816	813
816	812
818	821
759	758
759	757
759	761
758	759
758	757
758	761
757	759
757	751
757	761
601	592
726	619
726	725
593	594
593	592
593	715
636	637
620	830
730	728
730	729
730	724
730	761
638	640
648	649
649	648
748	756
748	750
748	749
812	818
812	815
718	719
676	675
676	708
675	676
725	687
724	723
724	730
724	729
709	708
709	677
709	676
708	709
708	676
708	675
826	827
827	826
611	608
612	608
612	611
612	603
600	599
600	601
647	686
647	645
819	812
819	821
819	818
819	820
760	751
760	750
760	762
817	813
817	735
608	609
608	611
608	612
742	743
742	741
742	746
723	724
723	730
637	636
831	601
831	687
706	705
756	748
756	749
729	728
729	727
729	730
770	767
823	822
808	807
808	734
743	697
743	742
743	746
705	706
645	647
604	612
604	605
604	603
781	780
820	818
820	819
821	818
821	819
747	746
747	742
747	741
741	743
741	742
741	747
741	746
594	592
594	593
592	593
792	637
792	792
688	719
688	718
728	727
727	728
607	612
607	604
607	603
619	620
619	830
