35	6
22	1
100	10
95	7
52	7
69	9
139	11
131	0
56	11
20	11
111	4
115	7
40	3
42	9
79	8
93	11
62	8
21	9
97	10
67	10
16	1
86	11
115	2
125	0
56	3
22	4
56	1
69	1
111	3
93	10
61	1
77	1
94	3
121	6
104	8
25	5
108	3
116	8
66	11
122	1
122	6
71	7
125	1
35	10
59	7
78	6
56	0
84	0
72	1
126	10
13	0
18	4
61	11
37	4
86	8
16	10
138	9
117	4
138	7
29	11
60	4
26	0
53	4
35	2
88	3
126	6
25	4
106	6
77	9
121	9
106	2
34	9
91	1
106	4
36	8
90	8
74	3
30	0
26	11
103	4
133	8
103	2
111	7
57	10
92	11
21	5
94	2
68	1
103	8
48	0
40	0
88	10
67	6
127	11
82	6
54	11
73	5
123	8
31	3
96	6
116	10
46	2
87	6
43	11
91	5
83	0
132	10
33	11
129	8
28	1
137	0
116	0
62	11
77	6
131	4
117	0
88	8
76	8
51	3
121	1
54	8
16	5
33	1
68	5
74	7
71	4
40	7
95	10
54	5
126	8
137	5
100	3
110	2
58	1
139	9
130	5
72	6
85	0
54	6
117	10
133	10
136	4
113	2
87	9
26	5
104	2
42	8
85	8
24	1
13	1
49	4
45	2
139	1
43	1
134	6
70	3
36	11
94	9
77	10
81	11
12	2
15	11
38	10
91	8
80	7
48	9
97	3
98	11
102	2
14	10
109	2
125	3
17	0
125	10
40	10
25	10
67	8
37	8
35	3
68	6
102	3
16	3
32	4
91	7
39	3
37	11
20	8
57	6
18	2
20	5
34	10
127	8
111	2
83	7
48	5
119	5
43	8
98	10
34	8
126	3
62	3
97	5
56	5
26	1
108	1
27	2
32	1
85	6
37	0
21	8
136	1
19	9
82	0
53	7
51	9
107	3
84	10
42	2
44	11
56	10
80	5
129	9
115	8
132	7
124	2
95	8
85	4
14	3
62	7
26	6
128	10
43	4
70	5
77	0
73	4
101	10
83	10
65	1
19	7
122	7
25	7
97	8
95	0
109	7
84	9
80	3
20	6
100	11
133	6
115	6
122	11
73	3
28	2
84	7
105	9
110	7
110	5
138	8
105	6
84	5
31	9
96	3
132	4
55	11
50	2
121	2
17	5
44	10
111	0
53	3
78	5
113	4
94	1
49	7
39	5
99	7
136	11
119	11
92	5
87	8
33	3
33	0
39	11
110	9
120	11
80	6
101	3
99	2
75	9
106	8
27	8
29	6
49	0
32	7
42	5
100	4
93	6
139	10
88	9
54	0
60	9
138	10
34	2
22	3
95	1
30	7
82	1
123	10
85	1
139	2
117	2
92	7
83	2
73	8
60	2
54	1
52	6
13	5
62	1
42	10
53	6
124	5
37	3
20	9
23	11
126	2
23	10
107	5
70	7
101	9
23	1
117	9
67	11
81	3
96	7
34	6
97	7
27	3
63	11
41	0
86	10
92	0
116	3
17	1
33	4
36	1
128	11
27	5
64	2
25	11
111	8
59	0
37	1
90	4
81	0
64	4
12	3
18	5
30	10
73	7
110	10
23	3
45	10
133	1
66	8
40	2
31	11
61	8
69	8
34	7
29	1
45	0
66	7
25	3
86	0
55	0
70	0
36	3
119	2
133	11
120	10
116	9
96	2
66	10
41	5
53	2
112	11
136	10
36	6
75	5
30	9
130	2
134	9
117	1
131	9
53	1
71	3
88	11
122	4
83	4
85	2
100	2
29	10
92	3
119	9
41	2
124	6
85	7
42	0
26	3
17	6
49	8
77	3
74	1
37	5
137	2
30	1
128	8
128	1
38	7
115	9
107	0
129	10
123	6
29	5
73	10
75	11
65	10
98	7
21	2
66	5
48	10
46	7
112	10
45	4
43	9
127	1
63	0
32	5
128	0
123	9
47	1
119	0
91	2
26	7
75	0
21	1
87	11
81	4
115	0
116	2
71	0
102	8
125	8
110	0
55	2
59	3
22	9
82	2
101	0
70	8
60	11
73	9
31	4
32	8
17	10
79	9
52	1
100	5
130	4
94	10
92	2
54	7
25	2
96	11
50	7
46	0
106	0
72	9
116	7
66	2
129	5
62	5
31	7
38	4
61	3
130	9
75	8
82	7
114	8
43	7
81	10
25	1
44	6
30	6
135	2
60	3
38	6
32	0
92	6
137	10
51	2
134	1
89	10
73	6
60	7
88	7
39	10
69	4
111	9
138	2
71	10
28	9
98	4
42	4
93	1
23	2
55	5
112	9
135	6
60	5
93	5
133	3
57	8
86	6
80	2
118	6
46	11
107	1
114	5
48	4
14	9
13	3
15	2
43	10
65	9
137	4
59	11
104	9
130	8
89	4
123	7
112	6
13	6
126	7
26	4
18	8
39	7
132	1
24	2
12	10
113	11
27	11
83	11
121	0
98	8
118	7
105	7
113	3
115	10
117	8
113	6
88	6
75	7
15	10
78	4
86	7
119	7
139	3
135	7
66	9
80	0
30	3
83	5
32	11
99	6
58	3
100	0
29	2
129	1
20	2
106	7
128	6
49	11
105	4
22	6
108	8
22	10
63	9
21	4
38	2
19	8
55	1
47	0
68	9
126	0
83	6
35	0
69	5
97	11
103	7
118	10
26	10
98	3
34	3
12	11
61	4
15	9
58	10
120	0
97	2
107	2
127	5
121	10
76	0
45	7
20	1
128	5
75	6
65	5
12	4
58	0
100	1
102	9
27	0
84	3
13	7
55	4
131	2
124	7
89	0
14	2
75	3
113	10
76	5
108	11
27	1
23	5
130	6
88	4
95	5
23	8
105	0
112	8
79	6
59	10
52	0
135	8
30	2
63	5
17	9
30	5
47	11
24	9
99	3
104	5
117	3
79	7
124	8
87	2
23	4
62	9
129	7
89	5
67	3
23	7
12	1
51	6
137	1
13	4
44	7
106	9
59	5
139	0
12	5
82	4
46	8
89	8
47	9
104	3
128	3
60	6
120	8
81	1
21	6
31	2
133	4
35	1
39	1
38	3
70	2
121	5
15	8
18	7
115	4
80	1
65	6
85	5
131	5
32	6
35	8
20	10
86	9
110	6
65	11
125	4
58	6
70	4
99	4
90	2
64	10
50	11
44	9
109	1
104	11
15	1
29	7
45	11
52	10
16	6
109	9
108	6
99	10
68	7
61	0
113	7
82	10
15	4
90	11
105	11
58	5
33	2
108	2
57	2
20	0
89	2
28	6
87	7
120	3
67	7
81	2
31	1
46	10
124	11
42	11
63	8
101	1
45	6
98	0
117	6
114	10
92	10
12	9
61	6
64	7
57	3
120	4
108	4
122	9
138	1
31	5
129	2
57	11
41	11
101	5
52	5
103	10
72	8
87	10
77	8
95	6
13	8
27	7
94	4
63	6
135	0
64	0
50	8
112	1
19	3
135	11
90	1
122	10
84	1
24	0
137	6
125	7
63	1
126	5
127	6
53	8
74	8
34	1
54	3
123	5
77	2
136	7
130	10
96	1
131	7
33	7
79	4
132	2
14	8
69	10
74	6
40	9
127	7
76	9
55	8
93	0
114	11
112	3
120	6
130	1
56	9
91	4
132	0
52	11
120	5
74	9
137	8
39	9
59	8
132	9
50	3
123	4
77	4
118	9
32	2
138	0
134	5
109	5
87	0
21	7
136	9
89	7
99	1
17	2
19	4
139	7
67	4
39	6
116	4
36	7
36	0
72	7
91	3
125	6
46	9
15	7
64	8
120	9
42	3
12	8
44	3
89	6
111	6
84	6
48	8
134	7
19	1
47	4
90	6
58	4
113	0
52	9
40	6
134	4
107	7
72	4
108	9
131	8
17	3
60	8
61	5
94	8
80	11
24	4
63	7
93	3
62	0
82	5
109	4
48	3
101	11
114	3
72	0
49	10
17	7
54	4
21	0
78	7
105	1
16	8
126	9
122	8
78	1
118	1
53	10
93	4
47	2
28	11
40	8
13	2
103	0
98	5
25	6
41	10
128	9
50	1
78	10
65	3
14	5
76	1
118	3
98	2
121	7
35	4
127	0
79	11
71	2
29	4
51	5
95	4
112	2
49	6
24	10
96	10
41	1
86	4
38	8
79	5
130	3
50	5
79	0
61	10
37	10
48	6
51	11
96	9
85	11
116	11
73	11
24	3
84	11
107	8
18	9
96	8
127	3
45	5
44	4
22	0
131	3
33	6
89	1
56	4
40	1
102	11
134	2
133	5
19	0
106	10
135	9
18	11
68	3
94	6
92	1
57	4
66	3
124	4
28	5
123	2
118	5
79	1
67	5
90	5
91	0
108	0
136	2
112	7
69	11
131	10
14	6
76	6
78	11
41	6
43	6
68	11
97	0
24	5
68	2
63	2
118	4
22	8
75	2
49	9
119	1
102	10
74	11
57	7
100	7
104	1
28	3
18	6
71	1
74	0
86	5
99	11
133	7
109	6
39	2
51	10
44	5
97	4
64	3
41	7
136	6
67	0
132	11
50	10
137	7
127	2
59	9
49	1
34	4
115	3
58	7
74	2
58	9
110	8
125	9
76	10
90	10
36	9
114	7
71	8
109	11
47	5
81	8
103	11
113	8
70	6
122	3
46	3
55	9
114	1
53	0
94	0
99	0
123	3
19	11
15	0
124	10
82	9
114	2
138	4
27	9
119	10
114	0
102	1
31	10
66	6
65	4
72	3
106	11
78	3
28	7
57	9
43	3
44	2
111	5
134	3
134	8
93	8
35	11
88	0
52	3
102	4
46	6
81	5
14	0
16	11
36	5
121	8
51	0
101	6
132	5
83	1
107	6
69	6
41	9
28	8
64	5
24	6
29	3
50	0
56	7
62	4
45	1
105	3
18	10
14	7
109	0
69	7
139	5
80	4
16	4
55	6
78	2
135	5
103	3
64	1
33	5
37	6
65	2
16	2
95	3
47	3
138	11
104	7
59	4
51	1
38	5
47	10
107	11
72	2
101	8
103	5
118	2
102	0
119	4
68	10
76	3
48	2
38	1
129	4
91	10
135	1
124	9
90	7
87	5
136	5
110	1
70	9
71	6
76	4
22	11
129	6
104	10
105	2
19	5
